7.499999999999999722e-02,7.909558823529411198e-02,8.273611111111110750e-02,8.599342105263156621e-02,8.892499999999999016e-02,9.157738095238093790e-02,9.398863636363635754e-02,9.619021739130434456e-02,9.820833333333332804e-02,1.000649999999999873e-01,1.017788461538461503e-01,1.033657407407407303e-01,1.048392857142857182e-01,1.062112068965517242e-01,1.074916666666666520e-01
7.090441176470588247e-02,7.499999999999999722e-02,7.866447368421052022e-02,8.196249999999999369e-02,8.494642857142856163e-02,8.765909090909090873e-02,9.013586956521738025e-02,9.240624999999999534e-02,9.449499999999999567e-02,9.642307692307691691e-02,9.820833333333332804e-02,9.986607142857142905e-02,1.014094827586206893e-01,1.028499999999999970e-01,1.041975806451612835e-01
6.726388888888888695e-02,7.133552631578947423e-02,7.499999999999999722e-02,7.831547619047618536e-02,8.132954545454544604e-02,8.408152173913042982e-02,8.660416666666666263e-02,8.892499999999999016e-02,9.106730769230769740e-02,9.305092592592592582e-02,9.489285714285713991e-02,9.660775862068965436e-02,9.820833333333332804e-02,9.970564516129032384e-02,1.011093750000000013e-01
6.400657894736841436e-02,6.803749999999998688e-02,7.168452380952380909e-02,7.499999999999999722e-02,7.802717391304347938e-02,8.080208333333332993e-02,8.335499999999999854e-02,8.571153846153846401e-02,8.789351851851850972e-02,8.991964285714285077e-02,9.180603448275861944e-02,9.356666666666665910e-02,9.521370967741935032e-02,9.675781249999998446e-02,9.820833333333332804e-02
6.107499999999999041e-02,6.505357142857141894e-02,6.867045454545453453e-02,7.197282608695651507e-02,7.499999999999999722e-02,7.778499999999999304e-02,8.035576923076921674e-02,8.273611111111110750e-02,8.494642857142856163e-02,8.700431034482758452e-02,8.892499999999999016e-02,9.072177419354837680e-02,9.240624999999999534e-02,9.398863636363635754e-02,9.547794117647058487e-02
5.842261904761904268e-02,6.234090909090908572e-02,6.591847826086955076e-02,6.919791666666666452e-02,7.221500000000000141e-02,7.499999999999999722e-02,7.757870370370370527e-02,7.997321428571428636e-02,8.220258620689654960e-02,8.428333333333332122e-02,8.622983870967741715e-02,8.805468749999999234e-02,8.976893939393938704e-02,9.138235294117647012e-02,9.290357142857141870e-02
5.601136363636363691e-02,5.986413043478260032e-02,6.339583333333331794e-02,6.664499999999999591e-02,6.964423076923076383e-02,7.242129629629628917e-02,7.499999999999999722e-02,7.740086206896551468e-02,7.964166666666666616e-02,8.173790322580644363e-02,8.370312499999998934e-02,8.554924242424241654e-02,8.728676470588235536e-02,8.892499999999999016e-02,9.047222222222221777e-02
5.380978260869564989e-02,5.759374999999999911e-02,6.107499999999999041e-02,6.428846153846153044e-02,6.726388888888888695e-02,7.002678571428570808e-02,7.259913793103446589e-02,7.499999999999999722e-02,7.724596774193548399e-02,7.935156250000000022e-02,8.132954545454544604e-02,8.319117647058822673e-02,8.494642857142856163e-02,8.660416666666666263e-02,8.817229729729729459e-02
5.179166666666666641e-02,5.550499999999998491e-02,5.893269230769229705e-02,6.210648148148147085e-02,6.505357142857141894e-02,6.779741379310344485e-02,7.035833333333332829e-02,7.275403225806451046e-02,7.499999999999999722e-02,7.710984848484847554e-02,7.909558823529411198e-02,8.096785714285713309e-02,8.273611111111110750e-02,8.440878378378378899e-02,8.599342105263156621e-02
4.993499999999999328e-02,5.357692307692307754e-02,5.694907407407406863e-02,6.008035714285712980e-02,6.299568965517240993e-02,6.571666666666665935e-02,6.826209677419355082e-02,7.064843749999999423e-02,7.289015151515150504e-02,7.499999999999999722e-02,7.698928571428570455e-02,7.886805555555555236e-02,8.064527027027026951e-02,8.232894736842104322e-02,8.392628205128205288e-02
4.822115384615383027e-02,5.179166666666666641e-02,5.510714285714285454e-02,5.819396551724137501e-02,6.107499999999999041e-02,6.377016129032257730e-02,6.629687499999999123e-02,6.867045454545453453e-02,7.090441176470588247e-02,7.301071428571427602e-02,7.499999999999999722e-02,7.688175675675675003e-02,7.866447368421052022e-02,8.035576923076921674e-02,8.196249999999999369e-02
4.663425925925925031e-02,5.013392857142856540e-02,5.339224137931034009e-02,5.643333333333333535e-02,5.927822580645160377e-02,6.194531249999998823e-02,6.445075757575757791e-02,6.680882352941176772e-02,6.903214285714284748e-02,7.113194444444444209e-02,7.311824324324323054e-02,7.499999999999999722e-02,7.678525641025640835e-02,7.848125000000000240e-02,8.009451219512193909e-02
4.516071428571429014e-02,4.859051724137930517e-02,5.179166666666666641e-02,5.478629032258063025e-02,5.759374999999999911e-02,6.023106060606060741e-02,6.271323529411765296e-02,6.505357142857141894e-02,6.726388888888888695e-02,6.935472972972972494e-02,7.133552631578947423e-02,7.321474358974358609e-02,7.499999999999999722e-02,7.669817073170731581e-02,7.831547619047618536e-02
4.378879310344827025e-02,4.714999999999999747e-02,5.029435483870967061e-02,5.324218749999999611e-02,5.601136363636363691e-02,5.861764705882352433e-02,6.107499999999999041e-02,6.339583333333331794e-02,6.559121621621620546e-02,6.767105263157893735e-02,6.964423076923076383e-02,7.151874999999999205e-02,7.330182926829267864e-02,7.499999999999999722e-02,7.661918604651161979e-02
4.250833333333332853e-02,4.580241935483869709e-02,4.889062499999999312e-02,5.179166666666666641e-02,5.452205882352939570e-02,5.709642857142857575e-02,5.952777777777776280e-02,6.182770270270269986e-02,6.400657894736841436e-02,6.607371794871794157e-02,6.803749999999998688e-02,6.990548780487804148e-02,7.168452380952380909e-02,7.338081395348836078e-02,7.499999999999999722e-02
